Id,Predicted
4962,0.0516129032258064
4967,0.6129032258064516
4968,0.0967741935483871
4986,0.3032258064516129
4988,0.7354838709677419
4989,0.2689429398347804
4990,0.0067383512544802
5005,0.0903225806451612
5015,0.1096774193548387
5027,0.0580645161290322
5034,0.064516129032258
5036,0.3032258064516129
5039,0.0451612903225806
5041,0.0838709677419354
5042,0.0580645161290322
5043,0.1419354838709677
5046,0.5290322580645161
5051,0.1677419354838709
5061,0.4
5063,0.935483870967742
5072,0.0967741935483871
5086,0.1161290322580645
5103,0.0129032258064516
5110,0.0516129032258064
5117,0.1991482184271558
5124,0.0583512544802867
5134,0.0580645161290322
5140,0.3354838709677419
5147,0.2129032258064516
5154,0.1935483870967742
5158,0.0774193548387096
5169,0.1032258064516129
5172,0.0580645161290322
5174,0.1612903225806451
5206,0.180931899641577
5207,0.064516129032258
5210,0.0967741935483871
5214,0.2967741935483871
5221,0.1795066413662239
5226,0.3419354838709677
5229,0.0258064516129032
5236,0.1096774193548387
5241,0.2258064516129032
5245,0.0064516129032258
5253,0.6
5260,0.1870967741935484
5265,0.2838709677419355
5270,0.0451612903225806
5281,0.4129032258064516
5287,0.0387096774193548
5293,0.032258064516129
5304,0.064516129032258
5313,0.0451612903225806
5318,0.1419354838709677
5320,0.2827324478178368
5332,0.0903225806451612
5334,0.1799674708593114
5338,0.6387096774193548
5343,0.0709677419354838
5346,0.1935483870967742
5354,0.1161290322580645
5358,0.4
5360,0.0193548387096774
5363,0.7354838709677419
5365,0.8709677419354839
5367,0.3290322580645161
5368,0.0774193548387096
5369,0.0903225806451612
5377,0.1935483870967742
5382,0.0064516129032258
5384,0.0516129032258064
5389,0.1870967741935484
5398,0.0451612903225806
5419,0.6451612903225806
5420,0.3809318996415771
5428,0.1741935483870967
5435,0.1870967741935484
5446,0.1483870967741935
5447,0.6645161290322581
5451,0.2970609318996415
5463,0.0709677419354838
5469,0.4516129032258064
5486,0.2387096774193548
5491,0.2838709677419355
5501,0.0580645161290322
5520,0.0903225806451612
5525,0.1806451612903225
5526,0.0193548387096774
5527,0.535483870967742
5531,0.0580645161290322
5532,0.1032258064516129
5556,0.3615770609318996
5561,0.1290322580645161
5569,0.4967741935483871
5582,0.0258064516129032
5584,0.0451612903225806
5585,0.1741935483870967
5589,0.4311195445920303
5614,0.2645161290322581
5616,0.064516129032258
5620,0.2709677419354839
5634,0.0774193548387096
5638,0.2196415770609319
5643,0.2
5644,0.1548387096774193
5651,0.0064516129032258
5656,0.1615770609318996
5665,0.0516129032258064
5669,0.064516129032258
5674,0.1677419354838709
5681,0.0580645161290322
5682,0.1806451612903225
5683,0.0903225806451612
5698,0.1806451612903225
5699,0.2709677419354839
5718,0.0387096774193548
5719,0.3294930875576036
5731,0.4002867383512545
5758,0.7806451612903226
5760,0.0967741935483871
5765,0.2700460829493087
5772,0.032258064516129
5773,0.7795066413662239
5774,0.6516129032258065
5779,0.3161290322580645
5782,0.1615770609318996
5784,0.3870967741935484
5790,0.4258064516129032
5799,0.0967741935483871
5808,0.0129032258064516
5815,0.2516129032258064
5817,0.7225806451612903
5823,0.0774193548387096
5830,0.1419354838709677
5841,0.0516129032258064
5850,0.3036866359447004
5856,0.3096774193548387
5862,0.0967741935483871
5865,0.1419354838709677
5868,0.1483870967741935
5878,0.2
5889,0.1483870967741935
5893,0.2387096774193548
5895,0.0129032258064516
5906,0.1096774193548387
5909,0.0580645161290322
5930,0.2260931899641577
5931,0.5612903225806452
5932,0.3161290322580645
5933,0.0258064516129032
5940,0.3225806451612903
5942,0.0774193548387096
5953,0.1612903225806451
5956,0.4827324478178367
5963,0.3935483870967742
5973,0.2055299539170507
5976,0.4777060931899642
5977,0.0387096774193548
5991,0.5419354838709678
5992,0.0774193548387096
6007,0.0258064516129032
6010,0.4193548387096774
6014,0.0193548387096774
6028,0.0196415770609319
6037,0.0774193548387096
6044,0.2311195445920303
6052,0.0129032258064516
6054,0.1935483870967742
6055,0.1548387096774193
6059,0.2260931899641577
6075,0.4516129032258064
6076,0.0387096774193548
6078,0.116415770609319
6083,0.6064516129032258
6088,0.2258064516129032
6095,0.0903225806451612
6097,0.0258064516129032
6104,0.1350929188879853
6113,0.2645161290322581
6118,0.2
6136,0.535483870967742
6142,0.3225806451612903
6147,0.5483870967741935
6168,0.0516129032258064
6173,0.064516129032258
6196,0.2055998313303816
6207,0.0774193548387096
6215,0.1677419354838709
6234,0.0129032258064516
6235,0.0129032258064516
6237,0.7806451612903226
6239,0.3806451612903225
6242,0.3161290322580645
6249,0.0838709677419354
6254,0.1612903225806451
6255,0.3612903225806451
6278,0.0838709677419354
6310,0.2260931899641577
6312,0.0387096774193548
6313,0.0451612903225806
6320,0.1483870967741935
6321,0.1354838709677419
6322,0.1744802867383512
6338,0.1548387096774193
6346,0.3225806451612903
6350,0.0903225806451612
6353,0.2387096774193548
6355,0.2193548387096774
6357,0.0709677419354838
6377,0.0516129032258064
6386,0.1806451612903225
6399,0.0580645161290322
6402,0.0712544802867383
6415,0.2635944700460829
6435,0.064516129032258
6436,0.2903225806451613
6437,0.4967741935483871
6442,0.0903225806451612
6450,0.064516129032258
6464,0.1225806451612903
6468,0.0518996415770609
6469,0.1035125448028673
6470,0.1096774193548387
6486,0.0709677419354838
6490,0.1419354838709677
6495,0.1422222222222222
6502,0.0516129032258064
6508,0.1161290322580645
6534,0.4774193548387097
6539,0.032258064516129
6541,0.0777060931899641
6544,0.0774193548387096
6552,0.0064516129032258
6553,0.064516129032258
6554,0.1032258064516129
6562,0.1615770609318996
6568,0.1741935483870967
6569,0.032258064516129
6571,0.0129032258064516
6574,0.1354838709677419
6605,0.0774193548387096
6607,0.0709677419354838
6612,0.1419354838709677
6621,0.0451612903225806
6625,0.5668901539110267
6632,0.0451612903225806
6633,0.2451612903225806
6641,0.1225806451612903
6643,0.0451612903225806
6655,0.2967741935483871
6660,0.1935483870967742
6665,0.0838709677419354
6675,0.0518996415770609
6677,0.2
6682,0.6838709677419355
6688,0.1806451612903225
6695,0.064516129032258
6705,0.2831932773109243
6727,0.2516129032258064
6730,0.3806451612903225
6746,0.1677419354838709
6748,0.2838709677419355
6753,0.2064516129032258
6755,0.3032258064516129
6758,0.0903225806451612
6763,0.8580645161290322
6766,0.1290322580645161
6790,0.2516129032258064
6791,0.1677419354838709
6793,0.5290322580645161
6819,0.4645161290322581
6821,0.1548387096774193
6824,0.4451612903225806
6851,0.8774193548387097
6852,0.1225806451612903
6855,0.0193548387096774
6856,0.3278937381404174
6857,0.0580645161290322
6859,0.5741935483870968
6861,0.0196415770609319
6866,0.3548387096774194
6868,0.3580645161290323
6871,0.3096774193548387
6872,0.6064516129032258
6875,0.2129032258064516
6877,0.0387096774193548
6878,0.0774193548387096
6887,0.0516129032258064
6908,0.3935483870967742
6913,0.2064516129032258
6922,0.3290322580645161
6923,0.0774193548387096
6926,0.0903225806451612
6932,0.0516129032258064
6934,0.1419354838709677
6938,0.1741935483870967
6942,0.0064516129032258
6948,0.2831932773109243
6956,0.1741935483870967
6959,0.535483870967742
6962,0.1032258064516129
6969,0.0064516129032258
6970,0.1483870967741935
6984,0.0838709677419354
7001,0.1233282130056323
7035,0.0451612903225806
7037,0.0569259962049335
7046,0.535483870967742
7049,0.0777060931899641
7050,0.1741935483870967
7051,0.1225806451612903
7067,0.1293189964157706
7072,0.1161290322580645
7085,0.4967741935483871
7087,0.0451612903225806
7088,0.0903225806451612
7091,0.0580645161290322
7096,0.0516129032258064
7100,0.2258064516129032
7110,0.1290322580645161
7115,0.5096774193548387
7119,0.032258064516129
7122,0.8580645161290322
7129,0.1548387096774193
7139,0.0903225806451612
7147,0.5225806451612903
7151,0.1161290322580645
7164,0.1359447004608295
7167,0.1290322580645161
7168,0.1096774193548387
7171,0.1354838709677419
7172,0.0827324478178368
7181,0.2313364055299539
7187,0.0580645161290322
7195,0.1612903225806451
7199,0.0
7200,0.1419354838709677
7201,0.1870967741935484
7202,0.1032258064516129
7209,0.8387096774193549
7219,0.0193548387096774
7221,0.5870967741935483
7230,0.0258064516129032
7242,0.064516129032258
7250,0.1419354838709677
7253,0.0967741935483871
7255,0.2002867383512545
7264,0.2454480286738351
7277,0.232258064516129
7279,0.1870967741935484
7286,0.1548387096774193
7292,0.0193548387096774
7294,0.0774193548387096
7295,0.244770338242824
